Unnamed: 0.1,event,particle_track_id,particle_parent_track_id,particle_pdg_code,particle_mass,particle_charge,particle_process_key,particle_initial_energy,particle_initial_x,particle_initial_y,particle_initial_z,particle_initial_t,particle_final_x,particle_final_y,particle_final_z,particle_final_t,particle_final_kinetic_energy,particle_final_momentum,particle_decay_flag,particle_detector_x_tag,particle_detector_y_tag,Unnamed: 0
593486,605.0,2.0,0.0,321.0,493.59999999999985,1.0,20.0,618.1549355447555,115.0,300.0,180.0,0.0,109.39652785463166,292.34927033702064,185.28705750613676,0.6474012523870826,73.90039935833613,280.02811157430415,1.0,273.0,730.0,1.0
594275,606.0,2.0,0.0,321.0,493.6,1.0,20.0,601.7446311417857,115.0,300.0,180.0,0.0,104.438927697432,290.5573706053327,177.62354939940502,7.81279079475037,0.0,0.0,1.0,261.0,726.0,1.0
594542,607.0,2.0,0.0,321.0,493.6,1.0,20.0,599.7606781449036,115.0,300.0,180.0,0.0,124.54234029059776,303.4316066043238,189.6974798761994,10.604489371034123,0.0,0.0,1.0,311.0,758.0,1.0
594755,608.0,2.0,0.0,321.0,493.6000000000001,1.0,20.0,656.9170951738112,115.0,300.0,180.0,0.0,143.35619009528716,300.15675743876955,180.03177100505994,18.45784706393388,0.0,0.0,1.0,358.0,750.0,1.0
595493,609.0,2.0,0.0,321.0,493.6,1.0,20.0,568.9055791385786,115.0,300.0,180.0,0.0,108.3391951714187,302.27545777697634,182.5848360457964,37.0379215351418,0.0,0.0,1.0,270.0,755.0,1.0
596011,610.0,2.0,0.0,321.0,493.6,1.0,20.0,721.1366684784234,115.0,300.0,180.0,0.0,142.6822803193182,338.7136627035715,175.47864459242794,4.583111508358208,0.0,0.0,1.0,356.0,846.0,1.0
596289,611.0,2.0,0.0,321.0,493.6,1.0,20.0,576.8742784815803,115.0,300.0,180.0,0.0,122.41263855196983,298.7169758864677,185.35039016875743,17.679672681581614,0.0,0.0,1.0,306.0,746.0,1.0
597043,612.0,2.0,0.0,321.0,493.6,1.0,20.0,580.5184664501784,115.0,300.0,180.0,0.0,108.99979014246014,305.31973013217475,185.2631922120872,12.867080057793796,0.0,0.0,1.0,272.0,763.0,1.0
597254,613.0,2.0,0.0,321.0,493.6,1.0,20.0,685.140719973168,115.0,300.0,180.0,0.0,111.955348579637,273.1219697931256,154.06552515277298,6.7220172834446075,0.0,0.0,1.0,279.0,682.0,1.0
597831,614.0,2.0,0.0,321.0,493.5999999999999,1.0,20.0,586.7211488415413,115.0,300.0,180.0,0.0,104.90502115161613,300.1178957108933,184.034275141096,4.322236598019455,0.0,0.0,1.0,262.0,750.0,1.0
598068,615.0,2.0,0.0,321.0,493.59999999999985,1.0,20.0,579.8275495788731,115.0,300.0,180.0,0.0,115.84655193760848,303.5170941177453,189.0029051863125,11.505085886973092,0.0,0.0,1.0,289.0,758.0,1.0
599584,616.0,2.0,0.0,321.0,493.6000000000001,1.0,20.0,674.7775386109497,115.0,300.0,180.0,0.0,138.68269221677582,280.7450626202751,193.51010951811563,4.674843529840734,0.0,0.0,1.0,346.0,701.0,1.0
602154,617.0,2.0,0.0,321.0,493.6,1.0,20.0,518.3061411410272,115.0,300.0,180.0,0.0,115.11262513474348,299.1985179590018,179.31529525648426,16.9565033914905,0.0,0.0,1.0,287.0,747.0,1.0
602383,618.0,2.0,0.0,321.0,493.6,1.0,20.0,501.438782375372,115.0,300.0,180.0,0.0,115.01787376593776,299.9051203738223,180.1025736103946,1.4039141555271415,0.0,0.0,1.0,287.0,749.0,1.0
