event,ParticleID,kaon_category,particle_parent_track_id,particle_process_key,particle_final_kinetic_energy,particle_decay_flag,track_length_cm
930,2,primary kaon,0,-2,0.0,0,20.285722008155716
931,2,primary kaon,0,20,0.0,1,11.200344481381475
932,2,primary kaon,0,20,117.60066164787126,1,2.125260186783252
933,2,primary kaon,0,20,34.89143425981058,1,19.098182814224394
934,5,daughter kaon,2,20,0.0,1,0.5797643461685746
934,2,primary kaon,0,-2,0.0,0,3.1676421124901615
935,2,primary kaon,0,20,0.0,1,19.117067659445258
936,2,primary kaon,0,20,0.0,1,16.151911522910964
937,2,primary kaon,0,20,0.0,1,15.288219839319826
938,2,primary kaon,0,20,0.0,1,11.445127164657036
939,2,primary kaon,0,20,0.0,1,4.436214449796295
940,2,primary kaon,0,20,0.0,1,17.86942291279024
941,2,primary kaon,0,20,0.0,1,12.39072771358496
942,2,primary kaon,0,20,0.0,1,9.877060033336962
943,2,primary kaon,0,20,0.0,1,7.997807991439889
944,2,primary kaon,0,20,0.0,1,13.724922100051085
945,2,primary kaon,0,20,0.0,1,1.2643853807339507
946,2,primary kaon,0,20,0.0,1,11.68587806215166
947,2,primary kaon,0,20,0.0,1,8.399951701596576
948,2,primary kaon,0,20,55.93753646294054,1,6.150166200117731
949,2,primary kaon,0,20,0.0,1,13.568635010568004
950,2,primary kaon,0,20,0.0,1,20.54012869105326
951,2,primary kaon,0,20,0.0,1,4.178821999891648
952,2,primary kaon,0,20,0.0,1,27.278343117165218
953,2,primary kaon,0,20,0.0,1,20.86538106740374
954,2,primary kaon,0,20,0.0,1,11.081318186219894
955,2,primary kaon,0,20,0.0,1,18.548019071542537
956,2,primary kaon,0,20,0.0,1,4.064218815432691
957,5,daughter kaon,2,20,0.0,1,0.018836033833923568
957,2,primary kaon,0,-2,0.0,0,2.1426111957923153
958,2,primary kaon,0,20,0.0,1,10.891660201233593
959,2,primary kaon,0,20,0.0,1,0.47489489581516453
960,2,primary kaon,0,20,0.0,1,4.217967428758342
961,2,primary kaon,0,20,0.0,1,20.881226642682446
962,2,primary kaon,0,20,0.0,1,6.578908627142557
963,2,primary kaon,0,20,0.0,1,7.823850069911868
964,2,primary kaon,0,20,0.0,1,18.01086232326228
965,2,primary kaon,0,20,0.0,1,2.458180896896362
966,2,primary kaon,0,20,0.0,1,20.529707088406003
967,2,primary kaon,0,20,0.0,1,10.137233083069018
968,2,primary kaon,0,20,0.0,1,13.754968173696533
969,2,primary kaon,0,20,0.0,1,13.71011767122619
970,2,primary kaon,0,20,0.0,1,12.931961749146453
971,2,primary kaon,0,20,0.0,1,11.087678092111746
972,2,primary kaon,0,20,0.0,1,3.79980983346891
973,2,primary kaon,0,20,0.0,1,11.951494510554912
974,2,primary kaon,0,20,0.0,1,0.016365580577316727
975,2,primary kaon,0,20,0.0,1,19.471153964279488
976,2,primary kaon,0,20,0.0,1,11.085978719397763
977,2,primary kaon,0,20,0.0,1,1.9260269246102524
978,2,primary kaon,0,20,116.76873477557412,1,2.057078870851556
979,2,primary kaon,0,20,0.0,1,19.35296550644905
980,9,daughter kaon,2,20,0.0,1,0.0012140654888258813
980,2,primary kaon,0,-2,0.0,0,6.077735795407707
981,2,primary kaon,0,20,0.0,1,0.9330242904265172
982,2,primary kaon,0,20,0.0,1,3.0059935227000274
983,2,primary kaon,0,20,0.0,1,25.54441655299001
984,2,primary kaon,0,20,0.0,1,6.106927483620227
985,2,primary kaon,0,20,0.0,1,6.5352996020841445
986,2,primary kaon,0,20,163.25841388625784,1,9.611385070068312
987,2,primary kaon,0,20,0.0,1,2.400409825339995
988,2,primary kaon,0,20,0.0,1,1.7465719766070176
989,2,primary kaon,0,20,0.0,1,8.873850961572941
990,2,primary kaon,0,20,0.0,1,0.15819115320211125
991,2,primary kaon,0,20,0.0,1,9.360441729388675
992,2,primary kaon,0,20,0.0,1,23.796769332900787
993,2,primary kaon,0,20,0.0,1,6.879452226802377
994,2,primary kaon,0,20,65.90295917770568,1,11.570437677685819
995,2,primary kaon,0,20,0.0,1,4.206485205515452
996,2,primary kaon,0,20,0.0,1,23.887386426413986
997,2,primary kaon,0,20,0.0,1,24.669063193026755
998,2,primary kaon,0,20,0.0,1,1.221643478836948
999,2,primary kaon,0,20,0.0,1,1.5301913192000554
